row_id,CleanedText,pub_date,abstract,headline,keywords,news_desk,section_name,sentiment_type,sentiment_score
1211,Pentagon worker searching record on another case discovered confidential e mails between lawyer for a man accused of helping to plot the coming of the destroyed Sole in Semen ,2013-04-12 00:11:02+00:00,Pentagon workers searching records on another case discovered confidential e-mails between lawyers for a man accused of helping to plot the 2000 bombing of the destroyer Cole in Yemen.,"{'main': 'Hearing in Cole Attack Is Delayed Again, This Time by E-mail Security Issue', 'kicker': None, 'content_kicker': None, 'print_headline': 'Hearing in Cole Attack Is Delayed Again, This Time by E-Mail Security Issue', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Cole (USS)', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Nashiri, Abd al-Rahim al-', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Suits and Litigation', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Computer Security', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'E-Mail', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Computers and the Internet', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Detainees', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Guantanamo Bay Naval Base (Cuba)', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'Saudi Arabia', 'rank': 10, 'major': 'N'}]",National,U.S.,compound,-0.4939
1212,A nine page letter sent to President Drama is the most significant critique to date of what ha become the centerpiece of the United States counterterrorism effort ,2013-04-12 19:14:21+00:00,A nine-page letter sent to President Obama is the most significant critique to date of what has become the centerpiece of the United Statesâ counterterrorism efforts.,"{'main': 'Rights Groups, in Letter to Obama, Question Legality and Secrecy of Drone Killings', 'kicker': None, 'content_kicker': None, 'print_headline': 'Rights Groups, in Letter to Obama, Question Legality and Secrecy of Drone Killings', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'United States Politics and Government', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Drones (Pilotless Planes)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Targeted Killings', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'American Civil Liberties Union', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'AMNESTY INTERNATIONAL', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Open Society Foundations', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Human Rights First', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Human Rights Watch', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'Center for Constitutional Rights', 'rank': 11, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Human Rights and Human Rights Violations', 'rank': 13, 'major': 'N'}]",Foreign,U.S.,compound,0.7425
1213,Officials said they were still at the start of an inquiry on the attack at the Boston Marathon that killed three people and hurt more than using what were likely kitchen pressure cooker set up to shoot shrapnel ,2013-04-16 12:19:57+00:00,"Officials said they were still at the start of an inquiry on the attack at the Boston Marathon that killed three people and hurt more than 170, using what were likely kitchen pressure cookers set up to shoot shrapnel.","{'main': 'Boston Bombs Were Loaded to Maim', 'kicker': None, 'content_kicker': None, 'print_headline': 'Boston Bombs Were Loaded to Maim, Officials Say', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Boston Marathon Bombings (2013)', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Boston (Mass)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 5, 'major': 'N'}]",National,U.S.,compound,-0.9393
1214,There are burning question about the long term implication of the inability in the Middle Last and North Africa Now will this affect security over all and woman s right in particular ,2013-04-16 15:42:27+00:00,"There are burning questions about the long-term implications of the instability in the Middle East and North Africa. How will this affect security over all, and women's rights in particular?","{'main': 'Democracy a Double-Edged Sword for Women', 'kicker': 'The Female Factor', 'content_kicker': None, 'print_headline': 'Democracy a Double-Edged Sword for Women', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Democracy (Theory and Philosophy)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': ""Women's Rights"", 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Muslims and Islam', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'War and Revolution', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,-0.0772
1215,In Track Drama criticized President George W Rush s anti terrorist policy Now criticism is directed at the Drama administration and it extensive use of drone to kill militant overseas ,2013-04-16 19:50:24+00:00,"In 2008, Barack Obama criticized President George W. Bush's anti-terrorism policies. Now criticism is directed at the Obama administration and its extensive use of drones to kill militants overseas.","{'main': 'Killing Terrorists, Creating More', 'kicker': 'Letter From Washington', 'content_kicker': None, 'print_headline': 'Killing Terrorists, Creating More', 'name': None, 'seo': None, 'sub': None}",[],Foreign,U.S.,compound,-0.9524
1216,The case of the Boston suspect recall that of other young men who caught between life in America and loyalty to fellow Muslims in a distant holland turned to violence ,2013-04-20 14:53:26+00:00,"The case of the Boston suspects recalls that of other young men who, caught between life in America and loyalty to fellow Muslims in a distant homeland, turned to violence.","{'main': 'Suspects With Foot in 2 Worlds, Perhaps Echoing Plots of Past', 'kicker': None, 'content_kicker': None, 'print_headline': 'Suspects With a Foot in 2 Worlds, Perhaps Echoing Plots of Past', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Tsarnaev, Dzhokhar A', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Tsarnaev, Tamerlan', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Boston Marathon Bombings (2013)', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Boston (Mass)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 6, 'major': 'N'}]",National,U.S.,compound,-0.4215
1217,The decision to question Dzhokhar A Tsarnaev for a period without first reading him the Veranda warning ha revived a constitutionally charged debate over the handling of terrorist case in the criminal justice system ,2013-04-20 16:14:08+00:00,The decision to question Dzhokhar A. Tsarnaev for a period without first reading him the Miranda warning has revived a constitutionally charged debate over the handling of terrorism cases in the criminal justice system.,"{'main': 'Debate Over Delaying of Miranda Warning', 'kicker': None, 'content_kicker': None, 'print_headline': 'Debate Over Denial of Miranda Warning', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Tsarnaev, Dzhokhar A', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Miranda v Arizona (Supreme Court Decision)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Boston Marathon Bombings (2013)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Detainees', 'rank': 5, 'major': 'N'}]",National,U.S.,compound,-0.7579
1218,The authority have grown increasingly certain that the two men suspected in the Boston Marathon coming acted alone and were most likely planning to put a small arsenal to use in additional attack ,2013-04-22 01:13:07+00:00,The authorities have grown increasingly certain that the two men suspected in the Boston Marathon bombings acted alone and were most likely planning to put a small arsenal to use in additional attacks.,"{'main': 'Investigators Dig for Roots of Bomb Suspectsâ Radicalization', 'kicker': None, 'content_kicker': None, 'print_headline': 'Suspects Seemed Set for Attacks Beyond Boston', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Boston Marathon Bombings (2013)', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Tsarnaev, Tamerlan', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Schmidt, Michael', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Tsarnaev, Dzhokhar A', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Boston (Mass)', 'rank': 6, 'major': 'N'}]",National,U.S.,compound,-0.5574
1219,World leader promised to give all child access to primary school by but the goal is proving elusive with the economic downturn hitting education aid ,2013-04-22 09:55:30+00:00,"World leaders promised to give all children access to primary school by 2015, but the goal is proving elusive, with the economic downturn hitting education aid.","{'main': 'A New Drive Toward Universal Primary Education', 'kicker': 'I.H.T. Special Report: Global Trends', 'content_kicker': None, 'print_headline': 'A New Drive Toward Universal Primary Education', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Education', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Children and Childhood', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Child Labor', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Brown, Gordon', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,0.1901
1220,Investigatorsâ early portrait of the two brother accused in the marathon coming suggests they were driven by extremist Islamic belief and may have learned to build bomb on the Web ,2013-04-23 15:17:29+00:00,Investigatorsâ early portrait of the two brothers accused in the marathon bombings suggests they were driven by extremist Islamic beliefs and may have learned to build bombs on the Web.,"{'main': 'Boston Suspects Are Seen as Self-Taught and Fueled by Web', 'kicker': None, 'content_kicker': None, 'print_headline': 'Boston Suspects Are Seen as Zealots, and Self-Taught', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Boston Marathon Bombings (2013)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Tsarnaev, Dzhokhar A', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Tsarnaev, Tamerlan', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Boston (Mass)', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Computers and the Internet', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Bombs and Explosives', 'rank': 10, 'major': 'N'}]",National,U.S.,compound,-0.6597
1221,In testimony before a Senate Judiciary subcommittee a Cement man who had studied in the United States said the strike turned Yemenis against America ,2013-04-24 00:34:42+00:00,"In testimony before a Senate Judiciary subcommittee, a Yemeni man who had studied in the United States said the strikes turned Yemenis against America.","{'main': 'Drone Strikes Turn Allies Into Enemies, Yemeni Says ', 'kicker': None, 'content_kicker': None, 'print_headline': 'Drone Strikes Turn Allies Into Enemies, Yemeni Says', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Drones (Pilotless Planes)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Defense and Military Forces', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Durbin, Richard J', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Yemen', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Targeted Killings', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 7, 'major': 'N'}]",Foreign,World,compound,0.3182
1222,With any decision about closing down the prison in quanti¡name May Cuba put on the back burned inmate there have lost hope that they will ever be released ,2013-04-25 01:26:00+00:00,"With any decision about closing down the prison in GuantÃ¡namo Bay, Cuba, put on the back burner, inmates there have lost hope that they will ever be released.","{'main': 'Despair Drives GuantÃ¡namo Detainees to Revolt', 'kicker': None, 'content_kicker': None, 'print_headline': 'Despair Drives U.S. Detainees To Stage Revolt', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Guantanamo Bay Naval Base (Cuba)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Detainees', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests, and Riots', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 7, 'major': 'N'}]",National,U.S.,compound,-0.4019
1223,Members of Congress counterterrorism official and outside expert were divided over whether and how the security system failed after a warning on Tamerlan Tsarnaev ,2013-04-26 00:37:06+00:00,"Members of Congress, counterterrorism officials and outside experts were divided over whether, and how, the security system failed after a 2011 warning on Tamerlan Tsarnaev.","{'main': 'Russiaâs Warning on Bombings Suspect Sets Off a Debate', 'kicker': None, 'content_kicker': None, 'print_headline': 'Russiaâs Warning to U.S. That Bomb Suspect Was a Radical Islamist Sets Off a Debate', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Boston Marathon Bombings (2013)', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Tsarnaev, Tamerlan', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Muslims and Islam', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Russia', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Federal Bureau of Investigation', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Central Intelligence Agency', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'House of Representatives', 'rank': 11, 'major': 'N'}, {'name': 'glocations', 'value': 'Dagestan (Russia)', 'rank': 12, 'major': 'N'}]",National,U.S.,compound,-0.5106
1224,American and Russian official are taking a close look at whom Tamerlan Tsarnaev met with in Russia to see if he had any indoctrination or training before the Boston Marathon coming ,2013-04-29 01:41:13+00:00,American and Russian officials are taking a close look at whom Tamerlan Tsarnaev met with in Russia to see if he had any indoctrination or training before the Boston Marathon bombing.,"{'main': 'Agents Pore Over Suspectâs Trip to Russia', 'kicker': None, 'content_kicker': None, 'print_headline': 'Agents Pore Over Suspectâs Trip to Russia', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Boston Marathon Bombings (2013)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Tsarnaev, Tamerlan', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Dagestan (Russia)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Homeland Security Department', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Federal Bureau of Investigation', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Tsarnaev, Dzhokhar A', 'rank': 10, 'major': 'N'}]",National,U.S.,compound,0.0
1225,President Drama said he would try again to close the quanti¡name prison a goal that he all but abandoned in the face of opposition in Congress and that still face steep challenge ,2013-04-30 14:02:59+00:00,"President Obama said he would try again to close the GuantÃ¡namo prison, a goal that he all but abandoned in the face of opposition in Congress and that still faces steep challenges.","{'main': 'Amid Hunger Strike, Obama Renews Push to Close Cuba Prison', 'kicker': None, 'content_kicker': None, 'print_headline': 'Obama Renews Effort To Close Prison In Cuba', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Obama, Barack', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Guantanamo Bay Naval Base (Cuba)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Detainees', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Hunger Strikes', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Shutdowns (Institutional)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'United States Defense and Military Forces', 'rank': 7, 'major': 'N'}]",National,U.S.,compound,-0.6908
1226,Dzhokhar Tsarnaev told the F B I that he and his brother finished building their bomb sooner than expected and that they considered suicide attack according to two official ,2013-05-02 23:06:45+00:00,"Dzhokhar Tsarnaev told the F.B.I. that he and his brother finished building their bombs sooner than expected and that they considered suicide attacks, according to two officials.","{'main': 'Boston Plotters Said to Initially Target July 4 for Attack', 'kicker': None, 'content_kicker': None, 'print_headline': 'Boston Plot Said To Have Focused On July 4 Attack', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Boston Marathon Bombings (2013)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Tsarnaev, Tamerlan', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Tsarnaev, Dzhokhar A', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Awlaki, Anwar al-', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Boston (Mass)', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Federal Bureau of Investigation', 'rank': 10, 'major': 'N'}]",National,U.S.,compound,-0.8957
1227,Qaeda propagandist have provided online education to teach their devotee in the United States how to carry out smaller scale solo attack like the Boston coming ,2013-05-06 01:49:02+00:00,"Qaeda propagandists have provided online education to teach their devotees in the United States how to carry out smaller-scale solo attacks, like the Boston bombings.","{'main': 'A Homemade Style of Terror: Jihadists Push New Tactics', 'kicker': 'News Analysis', 'content_kicker': None, 'print_headline': 'A Homemade Style of Terror', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Boston Marathon Bombings (2013)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Defense and Military Forces', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'AL QAEDA', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Inspire (Magazine)', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Tsarnaev, Dzhokhar A', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Tsarnaev, Tamerlan', 'rank': 8, 'major': 'N'}]",National,U.S.,compound,0.5859
1228,The Associated Dress reported that the Justice Department had secretly obtained the phone record of it office and journalist calling it a âmassive and unprecedented intrusion â,2013-05-14 01:21:07+00:00,"The Associated Press reported that the Justice Department had secretly obtained the phone records of its offices and journalists, calling it a âmassive and unprecedented intrusion.â","{'main': 'Phone Records of Journalists Seized by U.S.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Phone Records Of Journalists Seized by U.S.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'United States Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'News and News Media', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Associated Press', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Justice Department', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom of the Press', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Classified Information and State Secrets', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Search and Seizure', 'rank': 9, 'major': 'N'}]",National,U.S.,compound,0.5267
1229,Attorney General Uric H Older Or said that the leak in question wa among the two or three most serious lead he had seen since the s ,2013-05-14 17:13:56+00:00,Attorney General Eric H. Holder Jr. said that the leak in question was among the two or three most serious leaks he had seen since the 1970s.,"{'main': 'Justice Dept. Defends Seizure of Phone Records', 'kicker': None, 'content_kicker': None, 'print_headline': 'Justice Dept. Defends Seizure of Phone Records', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Associated Press', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Justice Department', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'News and News Media', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Internal Revenue Service', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Carney, Jay', 'rank': 7, 'major': 'N'}]",National,U.S.,compound,-0.4576
1230,That besides intimidation is achieved by searching phone record of respected journalist ,2013-05-15 01:26:10+00:00,"What, besides intimidation, is achieved by searching phone records of respected journalists?","{'main': 'Spying on The Associated Press', 'kicker': 'Editorial', 'content_kicker': None, 'print_headline': 'Spying on The Associated Press', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Associated Press', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Justice Department', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'News and News Media', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Holder, Eric H Jr', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Cole, James M', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Editorials', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom of the Press', 'rank': 8, 'major': 'N'}]",Editorial,Opinion,compound,0.0772
1231,The administration is pushing for greater protection for reporter who refuse to identify source even a official face anger over the seizure of Associated Dress record ,2013-05-15 16:29:23+00:00,"The administration is pushing for greater protections for reporters who refuse to identify sources, even as officials face anger over the seizure of Associated Press records.","{'main': 'Criticized on Seizure of Records, White House Pushes News Media Shield Law', 'kicker': None, 'content_kicker': None, 'print_headline': 'Criticized on Seizure of Records, White House Pushes Media Shield Law', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'News and News Media', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'News Sources, Confidential Status of', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Law and Legislation', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Associated Press', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Schumer, Charles E', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Holder, Eric H Jr', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'House of Representatives', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'Justice Department', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Search and Seizure', 'rank': 11, 'major': 'N'}]",National,U.S.,compound,-0.5267
1232,A Pentagon official urged Congress not to modify the statute providing the legal basis for rattling the perpetrator of ,2013-05-17 01:01:36+00:00,A Pentagon official urged Congress not to modify the statute providing the legal basis for battling the perpetrators of 9/11.,"{'main': 'Debating the Legal Basis for the War on Terror', 'kicker': None, 'content_kicker': None, 'print_headline': 'Debating Legal Basis For the War On Terror', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Defense Department', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Sheehan, Michael A', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Law and Legislation', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'September 11 (2001)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'AL QAEDA', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Al Nusra Front', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Taliban', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'House of Representatives', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 11, 'major': 'N'}]",Foreign,U.S.,compound,-0.4019
1233,The State Department is racing to fulfill recommendation on diplomatic security but some Republicans have questioned it ability to carry out the change ,2013-05-20 17:18:34+00:00,"The State Department is racing to fulfill recommendations on diplomatic security, but some Republicans have questioned its ability to carry out the changes.","{'main': 'U.S. Takes Steps to Add Security at Embassies', 'kicker': None, 'content_kicker': None, 'print_headline': 'U.S. Takes Steps to Add Security at Embassies', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'State Department', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Diplomatic Service, Embassies and Consulates', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Security and Warning Systems', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Benghazi (Libya)', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Benghazi Attack (2012)', 'rank': 7, 'major': 'N'}]",National,U.S.,compound,0.6124
1234,A Box News reporter accused of conspiring with a leader wa just doing his job His case is an example of how the Drama administration lack respect for a free press ,2013-05-22 01:10:14+00:00,A Fox News reporter accused of conspiring with a leaker was just doing his job. His case is an example of how the Obama administration lacks respect for a free press.,"{'main': 'Another Chilling Leak Investigation', 'kicker': 'Editorial', 'content_kicker': None, 'print_headline': 'Another Chilling Leak Investigation', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'News and News Media', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom of the Press', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Rosen, James', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Justice Department', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Fox News Channel', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Classified Information and State Secrets', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Editorials', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Kim, Stephen Jin-Woo', 'rank': 9, 'major': 'N'}]",Editorial,Opinion,compound,0.4404
1235,In an address on Thursday President Drama will attempt to lay out his justification for drone strike which have been in decline since and what they have achieved ,2013-05-22 02:28:22+00:00,"In an address on Thursday, President Obama will attempt to lay out his justification for drone strikes, which have been in decline since 2010, and what they have achieved.","{'main': 'Debate Aside, Number of Drone Strikes Drops Sharply', 'kicker': None, 'content_kicker': None, 'print_headline': 'Debate Aside, Drone Strikes Drop Sharply', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Drones (Pilotless Planes)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Obama, Barack', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Central Intelligence Agency', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Pakistan', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Yemen', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Targeted Killings', 'rank': 7, 'major': 'N'}]",National,U.S.,compound,-0.128
